properties.id;properties.name;properties.proposer;properties.status.id;properties.status.name;properties.district;properties.year;properties.budget;properties.detail;properties.category.name;properties.image;latitude;longitude;category_category;category.status;ObjectId;x;y
11;Malá rozhledna na Kraví hoře;Jiří Holík;14;nezískal podporu;Brno - Střed;2017;58000;https://paro.damenavas.cz/projekt/?id=11;Jiné;https://paro.damenavas.cz/wp-content/uploads/2017/06/Holík-Rozhledna-projekt-11-244x300.jpg;49,204293;16,58407736;failed;Jiné, failed;1;1846131,047;6309597,002
12;Psí hřbitov v Brně;Soňa Porupková;6;neproveditelný;Brno - Maloměřice a Obřany;2017;1964999;https://paro.damenavas.cz/projekt/?id=12;Zvířata;https://paro.damenavas.cz/wp-content/uploads/2017/01/5-300x211.jpg;49,21205635;16,66113197;failed;Zvířata, failed;2;1854708,727;6310919,817
23;Trolejbusová zastávka na nám. Konečného;Jiří Kubíček;14;nezískal podporu;Brno - Střed;2017;1100000;https://paro.damenavas.cz/projekt/?id=23;Doprava;https://paro.damenavas.cz/wp-content/uploads/2017/06/ikony_person_white-136x300.png;49,20475659;16,5946263;failed;Doprava, failed;3;1847305,35;6309675,989
31;Spojení Vaňkova náměstí s Mendlovým náměstím;Michal Závodský;6;neproveditelný;Brno - Střed;2017;945000;https://paro.damenavas.cz/projekt/?id=31;Zeleň;https://paro.damenavas.cz/wp-content/uploads/2017/02/P2010047-225x300.jpg;49,19275183;16,58879185;failed;Zeleň, failed;4;1846655,861;6307630,86
34;Bezpečí na dosah;Jana Salvetová;13;stažen;Brno;2017;300000;https://paro.damenavas.cz/projekt/?id=34;Senioři;https://paro.damenavas.cz/wp-content/uploads/2017/02/SOS-199x300.jpg;49,19498;16,608303;failed;Senioři, failed;5;1848827,833;6308010,412
35;Lávky pro cyklisty na cyklotrase podél Svitavy;Michal Neumann;6;neproveditelný;Brno - Sever;2017;591000;https://paro.damenavas.cz/projekt/?id=35;Sport;https://paro.damenavas.cz/wp-content/uploads/2017/02/Hladíkova-300x129.png;49,20299275;16,6281455;failed;Sport, failed;6;1851036,69;6309375,469
38;Živá voda pro Hády;Lubomír Tichý;6;neproveditelný;Brno - Maloměřice a Obřany;2017;1993000;https://paro.damenavas.cz/projekt/?id=38;Zeleň;https://paro.damenavas.cz/wp-content/uploads/2017/02/Výstřižek-300x276.jpg;49,21606918;16,66880068;failed;Zeleň, failed;7;1855562,404;6311603,655
41;Pejsci a sport na Záhřebské;František Tomeček;15;nevítězný;Brno - Žabovřesky;2017;346115;https://paro.damenavas.cz/projekt/?id=41;Zábava;https://paro.damenavas.cz/wp-content/uploads/2017/02/realizace-225x300.jpg;49,21870257;16,58344854;failed;Zábava, failed;8;1846061,047;6312052,449
42;Výuka sportovního karate a sebeobrany;Vangelis Liolios;15;nevítězný;Brno - Slatina;2017;17280;https://paro.damenavas.cz/projekt/?id=42;Senioři;https://paro.damenavas.cz/wp-content/uploads/2017/07/Výuka-sportoního-karate-3-upraveno-na-web-197x300.png;49,1795745;16,68548088;failed;Senioři, failed;9;1857419,235;6305386,541
48;seznam se v Brně;zdeněk  Herblich;15;nevítězný;Brno;2017;1460000;https://paro.damenavas.cz/projekt/?id=48;Senioři;https://paro.damenavas.cz/wp-content/uploads/2017/02/Stíny-ve-Vyškově-300x200.jpg;49,19498;16,608303;failed;Senioři, failed;10;1848827,833;6308010,412
49;Rychlé pruhy pro chodce v podchodu pod hlavním nádražím;Veronika Filipová;15;nevítězný;Brno - Střed;2017;74600;https://paro.damenavas.cz/projekt/?id=49;Jiné;https://paro.damenavas.cz/wp-content/uploads/2017/02/image-300x225.jpg;49,19042037;16,61345374;failed;Jiné, failed;11;1849401,21;6307233,729
63;Jedlý park v Líšni;Lukáš Sejkora;6;neproveditelný;Brno - Líšeň;2017;1987000;https://paro.damenavas.cz/projekt/?id=63;Senioři;https://paro.damenavas.cz/wp-content/uploads/2017/02/stezka04-300x182.jpg;49,20347956;16,67376843;failed;Senioři, failed;12;1856115,411;6309458,41
66;Lesy pro psa;Martina Ryslerová;6;neproveditelný;Brno;2017;1990000;https://paro.damenavas.cz/projekt/?id=66;Děti;https://paro.damenavas.cz/wp-content/uploads/2017/02/DSC_3133_Falco-225x300.jpg;49,19498;16,608303;failed;Děti, failed;13;1848827,833;6308010,412
68;Bezbariérově s MHD do přírody;Dana Kroupová;6;neproveditelný;Brno - Maloměřice a Obřany;2017;330000;https://paro.damenavas.cz/projekt/?id=68;Senioři;https://paro.damenavas.cz/wp-content/uploads/2017/10/ikony_wheelchair_white-150x300.png;49,22823647;16,65328073;failed;Senioři, failed;14;1853834,731;6313677,455
69;Opěrný odpočinkový sloup pro cestující hromadné městské dopravy;Vangelis Liolios;15;nevítězný;Brno - Slatina;2017;200000;https://paro.damenavas.cz/projekt/?id=69;Zdraví;https://paro.damenavas.cz/wp-content/uploads/2017/07/Opěrný-odpočinkový-sloup-upraveno-na-web-241x300.png;49,17848169;16,68363639;failed;Zdraví, failed;15;1857213,907;6305200,444
78;Dlážděný chodník  skrze parčík k tramvajové zastávce Židovský hřbitov;Jan Račanský;15;nevítězný;Brno - Židenice;2017;618000;https://paro.damenavas.cz/projekt/?id=78;Senioři;https://paro.damenavas.cz/wp-content/uploads/2017/02/Židovský-hřbitov-300x240.jpg;49,19136535;16,64242694;failed;Senioři, failed;16;1852626,493;6307394,691
83;Schody z ulice Preslova k bytovkám na ulici Neumannové;Jiří Holcner;6;neproveditelný;Brno - Střed;2017;66000;https://paro.damenavas.cz/projekt/?id=83;Děti;https://paro.damenavas.cz/wp-content/uploads/2017/02/IMG_8456-300x225.jpg;49,19770668;16,57497265;failed;Děti, failed;17;1845117,515;6308474,906
87;I Brno může vonět!  Lipová alej Pod Babou, Ivanovice;Vlasta Svobodová;6;neproveditelný;Brno - Ivanovice;2017;136500;https://paro.damenavas.cz/projekt/?id=87;Senioři;https://paro.damenavas.cz/wp-content/uploads/2017/02/lrg_dsc_00395_z-3-300x199.jpg;49,26778615;16,57241606;failed;Senioři, failed;18;1844832,917;6320421,856
91;Zastínění dětského hřiště na ulici Štouračova Brno Bystrc;Michal Muthsam;15;nevítězný;Brno - Bystrc;2017;170000;https://paro.damenavas.cz/projekt/?id=91;Děti;https://paro.damenavas.cz/wp-content/uploads/2017/02/1440x1080_BrY97q-300x225.jpg;49,21530931;16,51806522;failed;Děti, failed;19;1838782,61;6311474,16
107;Omezení rychlosti tramvají v ranních a nočních hodinách;Jan Mališ;14;nezískal podporu;Brno - Židenice;2017;105000;https://paro.damenavas.cz/projekt/?id=107;Zdraví;https://paro.damenavas.cz/wp-content/uploads/2017/02/salina-300x202.jpg;49,19280741;16,63661644;failed;Zdraví, failed;20;1851979,671;6307640,326
108;Hudba  v Brně pro začínající umělce.;Zdeněk Herblich;14;nezískal podporu;Brno;2017;352000;https://paro.damenavas.cz/projekt/?id=108;Kultura;https://paro.damenavas.cz/wp-content/uploads/2017/02/d2Cundr...n.r.-200x300.jpg;49,19498;16,608303;failed;Kultura, failed;21;1848827,833;6308010,412
111;Hravé vzdělávání v MHD;Michal Ondráček;15;nevítězný;Brno;2017;505000;https://paro.damenavas.cz/projekt/?id=111;Děti;https://paro.damenavas.cz/wp-content/uploads/2017/02/MHDKviz1-1-300x225.jpg;49,19498;16,608303;failed;Děti, failed;22;1848827,833;6308010,412
113;Výměna plastových sedaček ve vozech MHD;Petr Svoboda;15;nevítězný;Brno;2017;2000000;https://paro.damenavas.cz/projekt/?id=113;Doprava;https://paro.damenavas.cz/wp-content/uploads/2017/02/117841-300x200.jpg;49,19498;16,608303;failed;Doprava, failed;23;1848827,833;6308010,412
115;Skate park v Tuřanech;Antonín Tůma;10;realizovaný;Brno - Tuřany;2017;1120898;https://paro.damenavas.cz/projekt/?id=115;Děti;https://paro.damenavas.cz/wp-content/uploads/2024/03/Dok_2-300x200.jpg;49,15038253;16,66677139;finished;Děti, finished;24;1855336,504;6300416,791
124;Pomůžu, když můžu;Hana  Tomaštíková;15;nevítězný;Brno;2017;202625;https://paro.damenavas.cz/projekt/?id=124;Jiné;https://paro.damenavas.cz/wp-content/uploads/2017/02/muzutakpomuzu-300x225.jpg;49,19498;16,608303;failed;Jiné, failed;25;1848827,833;6308010,412
140;Venkovní xylofony v Björnsonově sadu;Jan Vykopal;15;nevítězný;Brno - Střed;2017;70000;https://paro.damenavas.cz/projekt/?id=140;Děti;https://paro.damenavas.cz/wp-content/uploads/2017/02/xylofon-300x249.jpg;49,20692773;16,59389125;failed;Děti, failed;26;1847223,524;6310045,916
142;Komunitní kompost na Ečerové;Lucie Krainová;6;neproveditelný;Brno - Bystrc;2017;192900;https://paro.damenavas.cz/projekt/?id=142;Zeleň;https://paro.damenavas.cz/wp-content/uploads/2017/10/ikony_person_white-8-150x300.png;49,22007555;16,51048608;failed;Zeleň, failed;27;1837938,904;6312286,446
146;Nová územní studie oblasti na pomezí MČ Žabovřesky a Komín;Martina  Mikulincová;14;nezískal podporu;Brno - Žabovřesky;2017;550000;https://paro.damenavas.cz/projekt/?id=146;Zeleň;https://paro.damenavas.cz/wp-content/uploads/2017/02/foto-ulice-sochorova-300x115.jpg;49,21305274;16,56367561;failed;Zeleň, failed;28;1843859,934;6311089,611
151;Piknik park Jezerůvky s multifunkčním hřištěm, Ivanovice;Vlasta  Svobodová;15;nevítězný;Brno - Ivanovice;2017;1452443;https://paro.damenavas.cz/projekt/?id=151;Senioři;https://paro.damenavas.cz/wp-content/uploads/2017/02/piknik-2-300x200.jpg;49,25854185;16,56888754;failed;Senioři, failed;29;1844440,124;6318844,943
154;Úprava stezky mezi Bystrcí a Žebětínem pod kopcem Pekárna;Tomáš Trnka;6;neproveditelný;Brno - Bystrc;2017;390000;https://paro.damenavas.cz/projekt/?id=154;Sport;https://paro.damenavas.cz/wp-content/uploads/2017/02/trasa-stezky-300x161.jpg;49,21385018;16,50313368;failed;Sport, failed;30;1837120,438;6311225,503
157;Veřejné grilování;Roman Schelle;14;nezískal podporu;Brno - Líšeň;2017;333333;https://paro.damenavas.cz/projekt/?id=157;Zábava;https://paro.damenavas.cz/wp-content/uploads/2017/02/carlson-reserve-bbq-300x200.jpg;49,2091565;16,68168757;failed;Zábava, failed;31;1856996,965;6310425,682
168;Dětské hřiště s kavárnou v areálu Bzzzukot v Židenicích;Radek Hlaváček;10;realizovaný;Brno - Židenice;2017;1800000;https://paro.damenavas.cz/projekt/?id=168;Děti;https://paro.damenavas.cz/wp-content/uploads/2024/03/Dok_1-300x200.jpg;49,19697837;16,6565022;finished;Děti, finished;32;1854193,344;6308350,836
170;Den konce dluhů (zkráceně DeKod);Jiří Bezděk;6;neproveditelný;Brno - Střed;2017;1727000;https://paro.damenavas.cz/projekt/?id=170;Zábava;https://paro.damenavas.cz/wp-content/uploads/2017/02/Snímek-1-15.12.2015-11-11-300x225.png;49,18940496;16,60708526;failed;Zábava, failed;33;1848692,274;6307060,774
172;Komunitní zahrada Červený kopec;Silvie  Holečková;6;neproveditelný;Brno - Bohunice;2017;486000;https://paro.damenavas.cz/projekt/?id=172;Děti;https://paro.damenavas.cz/wp-content/uploads/2017/02/20151031_111607_resized-2-225x300.jpg;49,17889605;16,58294286;failed;Děti, failed;34;1846004,755;6305271,005
179;Obnova topolové aleje v Řečkovicích;Michal  Polanský;10;realizovaný;Brno - Řečkovice A Mokrá Hora;2017;928000;https://paro.damenavas.cz/projekt/?id=179;Zeleň;https://paro.damenavas.cz/wp-content/uploads/2024/03/Dok_1-1-300x200.jpg;49,24351191;16,59187448;finished;Zeleň, finished;35;1846999,018;6316281,733
180;Zpřístupnění vyhlídky a lokality U Křížku - Vinohrady, Židenice;Petr Kunc;6;neproveditelný;Brno - Vinohrady;2017;95000;https://paro.damenavas.cz/projekt/?id=180;Zeleň;https://paro.damenavas.cz/wp-content/uploads/2017/02/File-13.02.17-19-08-22-300x169.png;49,20142025;16,65311195;failed;Zeleň, failed;36;1853815,942;6309107,561
181;Parkování pro Černého;Jiří Kment;15;nevítězný;Brno - Bystrc;2017;1900000;https://paro.damenavas.cz/projekt/?id=181;Doprava;https://paro.damenavas.cz/wp-content/uploads/2017/04/hlavni-spojene-nove-300x280.png;49,21399924;16,52274634;failed;Doprava, failed;37;1839303,709;6311250,904
182;ze sídliště rychle v lese, z VUT procházkou u MHD;Sylvie Bartośová;6;neproveditelný;Brno - Žabovřesky;2017;576000;https://paro.damenavas.cz/projekt/?id=182;Doprava;https://paro.damenavas.cz/wp-content/uploads/2017/03/IMG_20170305_103124-1-225x300.jpg;49,22283086;16,57363779;failed;Doprava, failed;38;1844968,919;6312756,056
188;Sluneční odpočinková alej;Vangelis Liolios;15;nevítězný;Brno - Slatina;2017;53933;https://paro.damenavas.cz/projekt/?id=188;Zábava;https://paro.damenavas.cz/wp-content/uploads/2017/07/Sluneční-odpočinková-alej-upraveno-na-web-300x218.png;49,18194724;16,68460284;failed;Zábava, failed;39;1857321,492;6305790,614
199;Workout hřiště v Žebětíne;Dagmar  Janoušková;15;nevítězný;Brno - Žebětín;2017;1231339;https://paro.damenavas.cz/projekt/?id=199;Sport;https://paro.damenavas.cz/wp-content/uploads/2017/02/Street-workoutové-hřiště-300x163.png;49,20386933;16,4855888;failed;Sport, failed;40;1835167,351;6309524,818
200;Oprava chodníku do Údolí oddechu a obory Holedná;Zbyněk  Vrbík;6;neproveditelný;Brno - Bystrc;2017;14000;https://paro.damenavas.cz/projekt/?id=200;Děti;https://paro.damenavas.cz/wp-content/uploads/2017/10/ikony_person_white-6-150x300.png;49,21277346;16,5241263;failed;Děti, failed;41;1839457,325;6311042,019
201;Bezpečnost před Mateřskou Školkou Laštůvkova „ulice Laštůvkova ZÓNA 30km/h;zbynek vrbik;14;nezískal podporu;Brno - Bystrc;2017;440000;https://paro.damenavas.cz/projekt/?id=201;Děti;https://paro.damenavas.cz/wp-content/uploads/2017/02/přesah-parkujícího-auta-300x169.jpg;49,22042891;16,52308603;failed;Děti, failed;42;1839341,524;6312346,672
203;Úprava okolí pěší cesty na ul. Třídy Gen. Píky;Ivana Ševčíková;6;neproveditelný;Brno - Královo Pole;2017;435000;https://paro.damenavas.cz/projekt/?id=203;Zeleň;https://paro.damenavas.cz/wp-content/uploads/2017/02/Tř.-Generála-Píky-300x200.jpg;49,22002392;16,61824175;failed;Zeleň, failed;43;1849934,209;6312277,648
204;Zrcadlo aneb co se skrývá za keřem;Josef Burjeta;6;neproveditelný;Brno - Židenice;2017;6561;https://paro.damenavas.cz/projekt/?id=204;Doprava;https://paro.damenavas.cz/wp-content/uploads/2017/02/Výstřižek-2-300x138.jpg;49,20406619;16,64171074;failed;Doprava, failed;44;1852546,766;6309558,358
206;Bezpečnost školáků na ulici Křídlovická;Alena Šlaisová;15;nevítězný;Brno - Střed;2017;650000;https://paro.damenavas.cz/projekt/?id=206;Děti;https://paro.damenavas.cz/wp-content/uploads/2017/02/IMG_20170215_150222-300x225.jpg;49,18771394;16,59972412;failed;Děti, failed;45;1847872,836;6306772,752
209;Basket a workout hřiště v Lužánkách;Jiří Braun;6;neproveditelný;Brno - Střed;2017;1976000;https://paro.damenavas.cz/projekt/?id=209;Senioři;https://paro.damenavas.cz/wp-content/uploads/2017/10/ikony_ball_white-150x300.png;49,20646858;16,60875876;failed;Senioři, failed;46;1848878,567;6309967,684
210;Konec plavání bahnem k bazénu;Magdaléna  Chytrá;6;neproveditelný;Brno - Střed;2017;1910000;https://paro.damenavas.cz/projekt/?id=210;Zeleň;https://paro.damenavas.cz/wp-content/uploads/2017/10/ikony_person_white-3-150x300.png;49,20190346;16,58857275;failed;Zeleň, failed;47;1846631,471;6309189,884
217;Stanice tramvaje č. 9 před kostelem sv. Tomáše;Ing. Drahoslav Mourek;6;neproveditelný;Brno - Střed;2017;221500;https://paro.damenavas.cz/projekt/?id=217;Senioři;https://paro.damenavas.cz/wp-content/uploads/2017/02/P1010649-300x225.jpg;49,19779925;16,60732739;failed;Senioři, failed;48;1848719,228;6308490,676
220;Bezbariérově od zastávky Fügnerova;Ivana Ševčíková;6;neproveditelný;Brno - Sever;2017;250000;https://paro.damenavas.cz/projekt/?id=220;Senioři;https://paro.damenavas.cz/wp-content/uploads/2017/02/IMG_20170218_142723-225x300.jpg;49,21980738;16,61948632;failed;Senioři, failed;49;1850072,754;6312240,742
224;Kniho budka ve veřejném prostoru.;Ivan Náhlík;14;nezískal podporu;Brno - Střed;2017;10004;https://paro.damenavas.cz/projekt/?id=224;Senioři;https://paro.damenavas.cz/wp-content/uploads/2017/02/cvknihobudkabrezno_denik-600-300x225.jpg;49,193114;16,59985161;failed;Senioři, failed;50;1847887,028;6307692,55
226;Konec zmatků na konečné 75;Martin Moravec;14;nezískal podporu;Brno - Maloměřice a Obřany;2017;12100;https://paro.damenavas.cz/projekt/?id=226;Doprava;https://paro.damenavas.cz/wp-content/uploads/2017/05/ikony_auto_white-136x300.png;49,23545531;16,64470802;failed;Doprava, failed;51;1852880,421;6314908,08
230;Fresh bar;Lada Nastoupilová;14;nezískal podporu;Brno - Střed;2017;1950000;https://paro.damenavas.cz/projekt/?id=230;Zdraví;https://paro.damenavas.cz/wp-content/uploads/2017/02/stanek_Fresh_bar-300x169.jpg;49,19027519;16,59411067;failed;Zdraví, failed;52;1847247,95;6307209
233;Revitalizace průchodu Sochorova - Stránského;Martina Mikulincová;15;nevítězný;Brno - Žabovřesky;2017;1430000;https://paro.damenavas.cz/projekt/?id=233;Zeleň;https://paro.damenavas.cz/wp-content/uploads/2017/02/Fotografie0016-1-225x300.jpg;49,21332948;16,56811774;failed;Zeleň, failed;53;1844354,43;6311136,769
239;Komunitní zahrada v Medlánkách;Elena  Stávková;15;nevítězný;Brno - Medlánky;2017;574000;https://paro.damenavas.cz/projekt/?id=239;Senioři;https://paro.damenavas.cz/wp-content/uploads/2017/02/sídliště-300x200.jpg;49,24208853;16,57132852;failed;Senioři, failed;54;1844711,853;6316039,029
245;golfove hriste na kratkou hru;Radim  Pavlicek;14;nezískal podporu;Brno - Bystrc;2017;617500;https://paro.damenavas.cz/projekt/?id=245;Děti;https://paro.damenavas.cz/wp-content/uploads/2017/02/bw_kids-300x218.jpg;49,21987406;16,50318264;failed;Děti, failed;55;1837125,888;6312252,106
251;Rozhledna Holedná;Petr Chobola;10;realizovaný;Brno - Jundrov;2017;2000000;https://paro.damenavas.cz/projekt/?id=251;Zábava;https://paro.damenavas.cz/wp-content/uploads/2024/03/Dok_2-1-300x200.jpg;49,20317552;16,53534124;finished;Zábava, finished;56;1840705,767;6309406,609
263;Oživení přírodního amfiteátru Čertova rokle;Jana Sedláčková Krištoforyová;10;realizovaný;Brno - Sever;2017;1179000;https://paro.damenavas.cz/projekt/?id=263;Zábava;https://paro.damenavas.cz/wp-content/uploads/2024/03/Dok_2-2-300x200.jpg;49,23016754;16,62762994;finished;Zábava, finished;57;1850979,298;6314006,635
266;Chceme příští zimu zase bruslit na dráze na Pryglu?;Arnošt Petrů;10;realizovaný;Brno - Bystrc;2017;660500;https://paro.damenavas.cz/projekt/?id=266;Sport;https://paro.damenavas.cz/wp-content/uploads/2024/03/Dok_1-2-300x200.jpg;49,23124753;16,51546064;finished;Sport, finished;58;1838492,668;6314190,741
273;Obnovení trolejbusové linky 29;Tomáš Vokoun;6;neproveditelný;Brno;2017;2000000;https://paro.damenavas.cz/projekt/?id=273;Senioři;https://paro.damenavas.cz/wp-content/uploads/2017/02/Trol_Škoda_21Tr_Brno-300x225.jpg;49,19498;16,608303;failed;Senioři, failed;59;1848827,833;6308010,412
274;Chodník u Lužáneckého parku ze zastávky k přechodu;Ladislav Kolbaba;6;neproveditelný;Brno - Střed;2017;220000;https://paro.damenavas.cz/projekt/?id=274;Doprava;https://paro.damenavas.cz/wp-content/uploads/2017/02/ChodníkLuž-225x300.jpg;49,20884221;16,60987876;failed;Doprava, failed;60;1849003,245;6310372,127
277;Analýza graffiti na školách a osvěta;Jan Priessnitz;14;nezískal podporu;Brno;2017;731500;https://paro.damenavas.cz/projekt/?id=277;Děti;https://paro.damenavas.cz/wp-content/uploads/2017/02/graffiti1-300x180.jpg;49,19498;16,608303;failed;Děti, failed;61;1848827,833;6308010,412
281;Městské bicykly;Václav Štursa;6;neproveditelný;Brno - Střed;2017;1935000;https://paro.damenavas.cz/projekt/?id=281;Děti;https://paro.damenavas.cz/wp-content/uploads/2017/02/134-bicikelj7-647a022058ff6bb8-300x200.jpg;49,19111923;16,61271853;failed;Děti, failed;62;1849319,368;6307352,767
284;Bezpečnost dětí v Obřanech;Martin Moravec;14;nezískal podporu;Brno - Maloměřice a Obřany;2017;1937200;https://paro.damenavas.cz/projekt/?id=284;Děti;https://paro.damenavas.cz/wp-content/uploads/2017/02/Varianta-A-chodnik-154x300.png;49,23740849;16,64539816;failed;Děti, failed;63;1852957,247;6315241,078
285;Časově omezené stání na Veveří;Vojtěch Kába;6;neproveditelný;Brno - Střed;2017;14600;https://paro.damenavas.cz/projekt/?id=285;Doprava;https://paro.damenavas.cz/wp-content/uploads/2017/10/ikony_person_white-4-150x300.png;49,19904864;16,60321176;failed;Doprava, failed;64;1848261,079;6308703,52
288;Odpadkové koše pro okolí Anthroposu a Riviéry;Iveta Kotačková;15;nevítězný;Brno - Střed;2017;202675;https://paro.damenavas.cz/projekt/?id=288;Zeleň;https://paro.damenavas.cz/wp-content/uploads/2017/02/31-300x200.jpg;49,18580709;16,56919298;failed;Zeleň, failed;65;1844474,125;6306447,979
293;Přechod pro pěší z Moravského náměstí do Joštovy ulice;Aleš Máchal;15;nevítězný;Brno - Střed;2017;150000;https://paro.damenavas.cz/projekt/?id=293;Senioři;https://paro.damenavas.cz/wp-content/uploads/2017/02/prechod_pro_chodce_znacka_unor_2017.png;49,19806688;16,60684847;failed;Senioři, failed;66;1848665,916;6308536,269
296;Světélka na řece Svratce;Zdeněk Blatný;15;nevítězný;Brno - Komín;2017;1350000;https://paro.damenavas.cz/projekt/?id=296;Senioři;https://paro.damenavas.cz/wp-content/uploads/2017/03/Přístup-k-řece1-212x300.jpg;49,2173682;16,55230697;failed;Senioři, failed;67;1842594,384;6311825,037
299;Vyhrazený jízdní pruh pro cyklisty;Bohuslav Vlček;6;neproveditelný;Brno - Vinohrady;2017;1980200;https://paro.damenavas.cz/projekt/?id=299;Doprava;https://paro.damenavas.cz/wp-content/uploads/2017/10/ikony_person_white-5-150x300.png;49,20292557;16,6512304;failed;Doprava, failed;68;1853606,489;6309364,024
300;PŘECHOD PRO CHODCE na ulici ÚDOLNÍ U POŠTY A ŠKOLKY (křižovatka Údolní x Grohova x Všetičkova);Yveta Pernicová;6;neproveditelný;Brno - Střed;2017;1100000;https://paro.damenavas.cz/projekt/?id=300;Senioři;https://paro.damenavas.cz/wp-content/uploads/2017/10/ikony_person_white-1-150x300.png;49,19879378;16,58855807;failed;Senioři, failed;69;1846629,838;6308660,102
302;Workout hřiště v parku Lužánky;Jiří Hejtmánek;6;neproveditelný;Brno - Střed;2017;165000;https://paro.damenavas.cz/projekt/?id=302;Děti;https://paro.damenavas.cz/wp-content/uploads/2017/03/IY3D8pgtHm-300x225.jpg;49,20512397;16,61077202;failed;Děti, failed;70;1849102,683;6309738,583
311;Chilloutová zóna v Medlánkách;Vilém Jurek;15;nevítězný;Brno - Medlánky;2017;700000;https://paro.damenavas.cz/projekt/?id=311;Senioři;https://paro.damenavas.cz/wp-content/uploads/2017/03/20160629_135748-300x225.jpg;49,24377136;16,56859622;failed;Senioři, failed;71;1844407,694;6316325,973
312;Bikepark Lesná;Marek Valeský;6;neproveditelný;Brno - Sever;2017;1975000;https://paro.damenavas.cz/projekt/?id=312;Děti;https://paro.damenavas.cz/wp-content/uploads/2017/03/Screenshot_20170303-202939-176x300.png;49,23481999;16,62936844;failed;Děti, failed;72;1851172,827;6314799,768
313;Barevné sloupy v ulici Heršpická;Vojtěch Trmač;14;nezískal podporu;Brno - Střed;2017;115000;https://paro.damenavas.cz/projekt/?id=313;Kultura;https://paro.damenavas.cz/wp-content/uploads/2017/03/img_4853-683x1024-300x217.jpg;49,176004;16,60302549;failed;Kultura, failed;73;1848240,343;6304778,529
314;Převlečeme řidiče MHD;Vojtěch Trmač;14;nezískal podporu;Brno;2017;1896000;https://paro.damenavas.cz/projekt/?id=314;Kultura;https://paro.damenavas.cz/wp-content/uploads/2017/03/1000x1000-1475838900-salina-bohuslav-fuchs-300x194.jpg;49,19498;16,608303;failed;Kultura, failed;74;1848827,833;6308010,412
316;Nová cesta vedle Platinia;Magdaléna Chytrá;6;neproveditelný;Brno - Žabovřesky;2017;269625;https://paro.damenavas.cz/projekt/?id=316;Zeleň;https://paro.damenavas.cz/wp-content/uploads/2017/03/DSC04928-300x225.jpg;49,2089992;16,58936931;failed;Zeleň, failed;75;1846720,145;6310398,879
317;Socha rodiny;Vojtěch Trmač;6;neproveditelný;Brno - Střed;2017;1300000;https://paro.damenavas.cz/projekt/?id=317;Senioři;https://paro.damenavas.cz/wp-content/uploads/2017/03/57578982-300x208.jpg;49,19328108;16,60623385;failed;Senioři, failed;76;1848597,497;6307721,011
319;Lesopark a pěší cesty u Kociánky;Vojtěch Trmač;14;nezískal podporu;Brno - Královo Pole;2017;250000;https://paro.damenavas.cz/projekt/?id=319;Doprava;https://paro.damenavas.cz/wp-content/uploads/2017/03/1558454_10202020583269603_635348142_n-300x280.jpg;49,22803507;16,60095301;failed;Doprava, failed;77;1848009,635;6313643,125
320;Přeložka ulice Kociánka;Vojtěch Trmač;14;nezískal podporu;Brno - Královo Pole;2017;250000;https://paro.damenavas.cz/projekt/?id=320;Doprava;https://paro.damenavas.cz/wp-content/uploads/2017/03/up-225x300.jpg;49,23107584;16,60413203;failed;Doprava, failed;78;1848363,523;6314161,473
322;Komunitní  přírodní zahrada pro děti a jejich rodiče - na městečku v Líšni;Andrea Ondrůjová;15;nevítězný;Brno - Líšeň;2017;1756891;https://paro.damenavas.cz/projekt/?id=322;Senioři;https://paro.damenavas.cz/wp-content/uploads/2017/03/pohled1-městečko-300x169.png;49,20632351;16,69412336;failed;Senioři, failed;79;1858381,312;6309942,966
325;Propojení Žebětína i horní části Bystrce s Kohoutovicemi pro pěší i cyklisty;Oldřich Drápal;10;realizovaný;Brno - Žebětín;2017;600000;https://paro.damenavas.cz/projekt/?id=325;Sport;https://paro.damenavas.cz/wp-content/uploads/2024/03/Dok_1-3-225x300.jpg;49,20431435;16,5191564;finished;Sport, finished;80;1838904,079;6309600,639
326;Do školy i školky po chodníku;Michaela Surá;14;nezískal podporu;Brno - Střed;2017;52800;https://paro.damenavas.cz/projekt/?id=326;Senioři;https://paro.damenavas.cz/wp-content/uploads/2017/04/DSCN5505-300x225.jpg;49,20420221;16,59197695;failed;Senioři, failed;81;1847010,425;6309581,533
328;Obousměrky pro cyklisty;Eda Sterbak;6;neproveditelný;Brno - Střed;2017;550000;https://paro.damenavas.cz/projekt/?id=328;Doprava;https://paro.damenavas.cz/wp-content/uploads/2017/03/IMG_0699.jpg;49,19499453;16,60851274;failed;Doprava, failed;82;1848851,181;6308012,888
330;Můj pes a já - oba bez domova - pokusme se usnadnit jim život!;Milada  Váňová;15;nevítězný;Brno - Komín;2017;212440;https://paro.damenavas.cz/projekt/?id=330;Zvířata;https://paro.damenavas.cz/wp-content/uploads/2017/10/ikony_dog_white-150x300.png;49,22802667;16,54425878;failed;Zvířata, failed;83;1841698,463;6313641,692
331;Můj pes a já - oba bez domova. Pomůžete nám?;Milada Váňová;15;nevítězný;Brno;2017;206000;https://paro.damenavas.cz/projekt/?id=331;Zvířata;https://paro.damenavas.cz/wp-content/uploads/2017/10/ikony_dog_white-1-150x300.png;49,19498;16,608303;failed;Zvířata, failed;84;1848827,833;6308010,412
